"","site","day","month","year","date","precip","air_min","air_mean","air_max"
"8763",15,30,3,2004,2004-03-30,"0","4.2","7.8","11.1"
"8764",15,31,3,2004,2004-03-31,"0","6.8","9.3","13.5"
"8765",15,1,4,2004,2004-04-01,"1.6","6.6","9.4","11.9"
"8766",15,2,4,2004,2004-04-02,"4.8","6.9","9.5","12.3"
"8767",15,3,4,2004,2004-04-03,"3.7","5.7","8.5","10.5"
"8768",15,4,4,2004,2004-04-04,"5.1","4","7.2","11.2"
"8769",15,5,4,2004,2004-04-05,"2","5.6","7.9","12.3"
"8770",15,6,4,2004,2004-04-06,"0.3","4.4","7.3","10.4"
"8771",15,7,4,2004,2004-04-07,"0","4.1","7.1","11.8"
"8772",15,8,4,2004,2004-04-08,"0","2.5","6.6","10.2"
"8773",15,9,4,2004,2004-04-09,"3.7","6.8","9.4","13.6"
"8774",15,10,4,2004,2004-04-10,"0","7.8","9.5","11.7"
"8775",15,11,4,2004,2004-04-11,"0","7.3","9.6","12.7"
"8776",15,12,4,2004,2004-04-12,"0","7.2","10.6","14.1"
"8777",15,13,4,2004,2004-04-13,"0.4","4.6","9.4","12.5"
"8778",15,14,4,2004,2004-04-14,"0","9.1","10","11.5"
"8779",15,15,4,2004,2004-04-15,"7.2","5.3","8.6","11.6"
"8780",15,16,4,2004,2004-04-16,"8.9","3.9","7.1","12.1"
"8781",15,17,4,2004,2004-04-17,"8.6","2.8","6.7","9.4"
"8782",15,18,4,2004,2004-04-18,"1.5","2.9","5.8","9.7"
"8783",15,19,4,2004,2004-04-19,"0.1","0.3","6.3","11"
"8784",15,20,4,2004,2004-04-20,"3.8","5.6","8.7","10.6"
"8785",15,21,4,2004,2004-04-21,"0.3","9.2","10.5","13.1"
"8786",15,22,4,2004,2004-04-22,"0.1","6","9.9","13.4"
"8787",15,23,4,2004,2004-04-23,"0.3","9.1","10.6","12.9"
"8788",15,24,4,2004,2004-04-24,"0.1","6.8","9.7","12.2"
"8789",15,25,4,2004,2004-04-25,"0","5.6","10.5","15.3"
"8790",15,26,4,2004,2004-04-26,"0","6.3","10.6","15.9"
"8791",15,27,4,2004,2004-04-27,"2.4","6.8","9.8","14.6"
"8792",15,28,4,2004,2004-04-28,"0","6.3","9.8","13.6"
"8793",15,29,4,2004,2004-04-29,"0.1","6.2","8.5","12.2"
"8794",15,30,4,2004,2004-04-30,"0","5.8","9.1","12.6"
"8795",15,1,5,2004,2004-05-01,"0","8.6","11.2","14.8"
"8796",15,2,5,2004,2004-05-02,"0","8.4","11.7","15.9"
"8797",15,3,5,2004,2004-05-03,"1","7","10.2","14.5"
"8798",15,4,5,2004,2004-05-04,"9.1","6.3","8.6","11.4"
"8799",15,5,5,2004,2004-05-05,"1.5","5.8","8.1","10.9"
"8800",15,6,5,2004,2004-05-06,"0.8","5.7","9.2","13.8"
"8801",15,7,5,2004,2004-05-07,"0.1","7.6","10.4","14.1"
"8802",15,8,5,2004,2004-05-08,"0","5.1","9.9","15.6"
"8803",15,9,5,2004,2004-05-09,"0","9.2","11.8","15.5"
"8804",15,10,5,2004,2004-05-10,"2.1","9.9","12.3","16.4"
"8805",15,11,5,2004,2004-05-11,"0","10.1","11.1","12.4"
"8806",15,12,5,2004,2004-05-12,"0","10.2","11.5","13.1"
"8807",15,13,5,2004,2004-05-13,"0","9.9","12.9","16.9"
"8808",15,14,5,2004,2004-05-14,"0","10","13.2","16.3"
"8809",15,15,5,2004,2004-05-15,"0","7.7","12.5","17.1"
"8810",15,16,5,2004,2004-05-16,"0.1","9.2","13.9","19.5"
"8811",15,17,5,2004,2004-05-17,"0.1","9.2","13.5","18.8"
"8812",15,18,5,2004,2004-05-18,"0","8.1","13.1","17.1"
"8813",15,19,5,2004,2004-05-19,"0","10.2","13.9","18"
"8814",15,20,5,2004,2004-05-20,"0","7.8","11.6","15.4"
"8815",15,21,5,2004,2004-05-21,"0","4.3","9","12.9"
"8816",15,22,5,2004,2004-05-22,"0","6.4","10","13.7"
"8817",15,23,5,2004,2004-05-23,"0","5.3","11.6","16.9"
"8818",15,24,5,2004,2004-05-24,"0","6.5","12.3","16.6"
"8819",15,25,5,2004,2004-05-25,"0","7.6","11.3","14.9"
"8820",15,26,5,2004,2004-05-26,"0","6.8","11.2","15.5"
"8821",15,27,5,2004,2004-05-27,"1.6","7.8","12.3","15.9"
"8822",15,28,5,2004,2004-05-28,"8.3","10.3","12.9","15.4"
"8823",15,29,5,2004,2004-05-29,"0","9.8","12.8","16.1"
"8824",15,30,5,2004,2004-05-30,"1.7","9.2","12.8","16.8"
"8825",15,31,5,2004,2004-05-31,"11.5","9.2","11.6","13.6"
"8826",15,1,6,2004,2004-06-01,"0.1","11.4","14.8","19.7"
"8827",15,2,6,2004,2004-06-02,"0","9.4","13.7","18.9"
"8828",15,3,6,2004,2004-06-03,"0.2","10.7","15.1","19"
"8829",15,4,6,2004,2004-06-04,"0","14.5","18","22.5"
"8830",15,5,6,2004,2004-06-05,"0","12.2","15.6","19.6"
"8831",15,6,6,2004,2004-06-06,"0.1","13.1","15","18.3"
"8832",15,7,6,2004,2004-06-07,"0","12.6","14.5","18.2"
"8833",15,8,6,2004,2004-06-08,"0","12.3","15.5","18.4"
"8834",15,9,6,2004,2004-06-09,"1.1","13.6","15.5","17.7"
"8835",15,10,6,2004,2004-06-10,"4","11.6","15.2","17.7"
"8836",15,11,6,2004,2004-06-11,"0","9.7","14","19"
"8837",15,12,6,2004,2004-06-12,"0","8.4","14.3","18.8"
"8838",15,13,6,2004,2004-06-13,"0","11.2","17.4","22.3"
"8839",15,14,6,2004,2004-06-14,"0","14.8","20.1","25.7"
"8840",15,15,6,2004,2004-06-15,"0","11.8","18","24.3"
"8841",15,16,6,2004,2004-06-16,"0","13","17.1","20.9"
"8842",15,17,6,2004,2004-06-17,"0","11.4","15","18.8"
"8843",15,18,6,2004,2004-06-18,"2","8.3","12","16"
"8844",15,19,6,2004,2004-06-19,"0","7.4","11.3","16"
"8845",15,20,6,2004,2004-06-20,"1.1","8.1","11.7","17.4"
"8846",15,21,6,2004,2004-06-21,"0","8.2","12.8","17"
"8847",15,22,6,2004,2004-06-22,"25.3","8.2","12.1","14.8"
"8848",15,23,6,2004,2004-06-23,"2.7","9.9","12.9","15"
"8849",15,24,6,2004,2004-06-24,"0.2","8.3","12.7","17.3"
"8850",15,25,6,2004,2004-06-25,"0","6","12.6","16.3"
"8851",15,26,6,2004,2004-06-26,"19.4","11.5","14.5","18.3"
"8852",15,27,6,2004,2004-06-27,"0.4","10.9","14.1","17.6"
"8853",15,28,6,2004,2004-06-28,"0","9.3","13.4","16.5"
"8854",15,29,6,2004,2004-06-29,"0.1","12.1","14.4","15.9"
"8855",15,30,6,2004,2004-06-30,"5.1","10.3","14.8","17.5"
"8856",15,1,7,2004,2004-07-01,"0.5","9.4","13.1","15.9"
"8857",15,2,7,2004,2004-07-02,"0.4","9.5","13.1","16.2"
"8858",15,3,7,2004,2004-07-03,"0","10.5","13.7","17.5"
"8859",15,4,7,2004,2004-07-04,"6.8","8.5","13.1","17.7"
"8860",15,5,7,2004,2004-07-05,"0.1","8.9","13.5","17.5"
"8861",15,6,7,2004,2004-07-06,"0","10.4","14.2","18"
"8862",15,7,7,2004,2004-07-07,"0","11.5","14.6","18"
"8863",15,8,7,2004,2004-07-08,"0","9.9","13.8","16.8"
"8864",15,9,7,2004,2004-07-09,"4.1","9.9","13.2","18.5"
"8865",15,10,7,2004,2004-07-10,"0.3","10.3","13.9","17.7"
"8866",15,11,7,2004,2004-07-11,"0.1","10.1","14.3","19.6"
"8867",15,12,7,2004,2004-07-12,"0.1","7.8","13.9","18.6"
"8868",15,13,7,2004,2004-07-13,"0","12","14.6","17.8"
"8869",15,14,7,2004,2004-07-14,"0","14.1","16.7","20.9"
"8870",15,15,7,2004,2004-07-15,"0.8","14.4","15.7","20.1"
"8871",15,16,7,2004,2004-07-16,"2.7","11.2","14.3","17.7"
"8872",15,17,7,2004,2004-07-17,"11.1","10.8","13.9","18.5"
"8873",15,18,7,2004,2004-07-18,"0","11","14.2","17.9"
"8874",15,19,7,2004,2004-07-19,"0.3","10.1","14","17.5"
"8875",15,20,7,2004,2004-07-20,"5.1","13.3","15","16.6"
"8876",15,21,7,2004,2004-07-21,"0","11.5","14.9","17.9"
"8877",15,22,7,2004,2004-07-22,"0","12.7","15.4","18.3"
"8878",15,23,7,2004,2004-07-23,"0.2","10.6","15","18.8"
"8879",15,24,7,2004,2004-07-24,"0","8.6","14.3","18.9"
"8880",15,25,7,2004,2004-07-25,"0","11","14.8","19.3"
"8881",15,26,7,2004,2004-07-26,"0","13.7","16","18.4"
"8882",15,27,7,2004,2004-07-27,"0","15.3","16.8","19.6"
"8883",15,28,7,2004,2004-07-28,"0.3","13.5","15.7","18.9"
"8884",15,29,7,2004,2004-07-29,"3.4","12.8","15.9","20.1"
"8885",15,30,7,2004,2004-07-30,"0","9.6","14.6","18.5"
"8886",15,31,7,2004,2004-07-31,"0","12","16.1","20.7"
"8887",15,1,8,2004,2004-08-01,"0","12.2","17","23.8"
"8888",15,2,8,2004,2004-08-02,"0","15.1","17.6","21.4"
"8889",15,3,8,2004,2004-08-03,"0","14.3","17.5","21.3"
"8890",15,4,8,2004,2004-08-04,"0.2","13.4","15.4","19.2"
"8891",15,5,8,2004,2004-08-05,"1.3","15","16.8","19.6"
"8892",15,6,8,2004,2004-08-06,"0.5","11.4","16.1","20.3"
"8893",15,7,8,2004,2004-08-07,"0.2","10.9","15.8","21.1"
"8894",15,8,8,2004,2004-08-08,"9.7","14.5","17.3","18.5"
"8895",15,9,8,2004,2004-08-09,"0","12.9","16.7","20.8"
"8896",15,10,8,2004,2004-08-10,"0.1","12.4","16.3","20.8"
"8897",15,11,8,2004,2004-08-11,"2.9","12.6","16.4","20"
"8898",15,12,8,2004,2004-08-12,"20.3","14.2","16.3","20.2"
"8899",15,13,8,2004,2004-08-13,"0.4","14.6","17.4","21.3"
"8900",15,14,8,2004,2004-08-14,"0.4","13.1","16.8","20.5"
"8901",15,15,8,2004,2004-08-15,"4.8","15","17.2","20.2"
"8902",15,16,8,2004,2004-08-16,"6.1","13.9","15.8","19.2"
"8903",15,17,8,2004,2004-08-17,"6.3","14.1","16.2","18.9"
"8904",15,18,8,2004,2004-08-18,"10.2","13.8","15.9","20.1"
"8905",15,19,8,2004,2004-08-19,"2","13","15.8","19.4"
"8906",15,20,8,2004,2004-08-20,"1.6","11.3","14.3","18.2"
"8907",15,21,8,2004,2004-08-21,"0","9.4","13","17.4"
"8908",15,22,8,2004,2004-08-22,"27.8","12.3","14.6","16.1"
"8909",15,23,8,2004,2004-08-23,"5.9","14.2","16.4","19.2"
"8910",15,24,8,2004,2004-08-24,"0","13.2","15.3","19.2"
"8911",15,25,8,2004,2004-08-25,"0","11.9","15.3","19.7"
"8912",15,26,8,2004,2004-08-26,"5","12.6","15.2","18.7"
"8913",15,27,8,2004,2004-08-27,"0.3","13","16.1","19.8"
"8914",15,28,8,2004,2004-08-28,"0","12.2","14.3","17"
"8915",15,29,8,2004,2004-08-29,"0","12","14.4","17.7"
"8916",15,30,8,2004,2004-08-30,"0","11.8","14.7","19.2"
"8917",15,31,8,2004,2004-08-31,"0","9.9","13.8","18.6"
"8918",15,1,9,2004,2004-09-01,"0","9.9","14","17.2"
"8919",15,2,9,2004,2004-09-02,"7.5","11.5","14.4","16.5"
"8920",15,3,9,2004,2004-09-03,"0.4","10.7","14.7","17"
"8921",15,4,9,2004,2004-09-04,"0.3","14.6","16.4","18.6"
"8922",15,5,9,2004,2004-09-05,"0.2","13.7","15.6","19.2"
"8923",15,6,9,2004,2004-09-06,"0","14.1","17.3","20.9"
"8924",15,7,9,2004,2004-09-07,"0","15","16.4","18"
"8925",15,8,9,2004,2004-09-08,"0","13.8","15.6","17.9"
"8926",15,9,9,2004,2004-09-09,"0","14","16.2","18.8"
"8927",15,10,9,2004,2004-09-10,"3.9","14.5","16.3","17.7"
"8928",15,11,9,2004,2004-09-11,"13.9","9.4","13.1","15.8"
"8929",15,12,9,2004,2004-09-12,"15.4","9.1","13.1","15.4"
"8930",15,13,9,2004,2004-09-13,"1.3","9.4","12.3","15.1"
"8931",15,14,9,2004,2004-09-14,"0.9","8","13.2","16.3"
"8932",15,15,9,2004,2004-09-15,"0","6.2","11.4","16"
"8933",15,16,9,2004,2004-09-16,"22.8","12.7","14.3","15.9"
"8934",15,17,9,2004,2004-09-17,"0.1","11.5","13.8","16.3"
"8935",15,18,9,2004,2004-09-18,"9.7","8.6","13.3","16.6"
"8936",15,19,9,2004,2004-09-19,"0.6","8.5","12","15.1"
"8937",15,20,9,2004,2004-09-20,"3.8","10.4","13","15.6"
"8938",15,21,9,2004,2004-09-21,"0","7.8","12","15.8"
"8939",15,22,9,2004,2004-09-22,"0","11.9","15.2","19.9"
"8940",15,23,9,2004,2004-09-23,"0","8.5","14.8","16.7"
"8941",15,24,9,2004,2004-09-24,"0","6.5","10.5","13.9"
"8942",15,25,9,2004,2004-09-25,"0.1","11.1","14.4","18"
"8943",15,26,9,2004,2004-09-26,"0","13","14.9","17.4"
"8944",15,27,9,2004,2004-09-27,"0","12.7","15.1","17"
"8945",15,28,9,2004,2004-09-28,"0.2","12.6","14.7","18"
"8946",15,29,9,2004,2004-09-29,"16.4","13.4","14.2","15.7"
"8947",15,30,9,2004,2004-09-30,"5.5","10.7","13.6","16.5"
"8948",15,1,10,2004,2004-10-01,"3.8","10.3","12.6","15.5"
"8949",15,2,10,2004,2004-10-02,"2.7","8.9","11.7","15.6"
"8950",15,3,10,2004,2004-10-03,"9.7","8.6","12.1","15.2"
"8951",15,4,10,2004,2004-10-04,"5.9","7","11.4","15.6"
"8952",15,5,10,2004,2004-10-05,"0.3","8.2","11.6","14.4"
"8953",15,6,10,2004,2004-10-06,"0.8","4.9","9.1","12.1"
"8954",15,7,10,2004,2004-10-07,"0","5.7","9.1","14.2"
"8955",15,8,10,2004,2004-10-08,"1.7","6.4","10","14"
"8956",15,9,10,2004,2004-10-09,"0","10.5","11.4","12.3"
"8957",15,10,10,2004,2004-10-10,"0","10.1","11.8","13.4"
"8958",15,11,10,2004,2004-10-11,"0","8.3","11.2","12.5"
"8959",15,12,10,2004,2004-10-12,"2.9",".","9.9","16.6"
"8960",15,13,10,2004,2004-10-13,"4.9","6.3","10.4","13.3"
"8961",15,14,10,2004,2004-10-14,"0.5","5.6","8.2","11.8"
"8962",15,15,10,2004,2004-10-15,"0.1",".","7.6","12.7"
"8963",15,16,10,2004,2004-10-16,"2.4","5.7","8.9","12.9"
"8964",15,17,10,2004,2004-10-17,"0","6.2","9","12.5"
"8965",15,18,10,2004,2004-10-18,"0","5.1","8.2","12.7"
"8966",15,19,10,2004,2004-10-19,"4.9","5.8","8.3","10.6"
"8967",15,20,10,2004,2004-10-20,"26.5","3.4","7.4","10.6"
"8968",15,21,10,2004,2004-10-21,"3.8","2.3","8.8","12.8"
"8969",15,22,10,2004,2004-10-22,"30.9","8.9","11.1","13.6"
"8970",15,23,10,2004,2004-10-23,"13.6","8.1","10.7","13.5"
"8971",15,24,10,2004,2004-10-24,"3.6","9.7","12.4","14.1"
"8972",15,25,10,2004,2004-10-25,"0.2","4.9","9.5","12.2"
"8973",15,26,10,2004,2004-10-26,"1","4.2","9","13.1"
"8974",15,27,10,2004,2004-10-27,"20.1","10","11.1","13.1"
"8975",15,28,10,2004,2004-10-28,"21.6","8.8","11.9","13.7"
"8976",15,29,10,2004,2004-10-29,"8.3","10.6","12","12.8"
"8977",15,30,10,2004,2004-10-30,"2.5","9.1","11.3","13.4"
"8978",15,31,10,2004,2004-10-31,"0.1","7.8","9.9","12.1"
"8979",15,1,11,2004,2004-11-01,"0","8.6","9.9","11.1"
"8980",15,2,11,2004,2004-11-02,"0","8.4","10.3","12.4"
"8981",15,3,11,2004,2004-11-03,"0.1","6.6","10.2","13.7"
"8982",15,4,11,2004,2004-11-04,"0.1","5.1","8.6","12"
"8983",15,5,11,2004,2004-11-05,"0","8.5","9.5","11.2"
"8984",15,6,11,2004,2004-11-06,"0","8.7","10.7","12.5"
"8985",15,7,11,2004,2004-11-07,"0","9","10.5","11.6"
"8986",15,8,11,2004,2004-11-08,"0.1","8.9","10.4","11.8"
"8987",15,9,11,2004,2004-11-09,"0.3","7.2","9.3","11.6"
"8988",15,10,11,2004,2004-11-10,"0","5","8.2","10.2"
"8989",15,11,11,2004,2004-11-11,"0","5.2","9.8","13.1"
"8990",15,12,11,2004,2004-11-12,"0.3","4.6","9.7","13.5"
"8991",15,13,11,2004,2004-11-13,"0","2.8","5.2","8.7"
"8992",15,14,11,2004,2004-11-14,"0","3.6","6.2","8.7"
"8993",15,15,11,2004,2004-11-15,"0","7.2","8.9","10.6"
"8994",15,16,11,2004,2004-11-16,"0.2","8","10.6","12.4"
"8995",15,17,11,2004,2004-11-17,"0.6","9.5","11.1","12.9"
"8996",15,18,11,2004,2004-11-18,"4.7","2.7","8.1","11.8"
"8997",15,19,11,2004,2004-11-19,"0","1.6","3.2","5.3"
"8998",15,20,11,2004,2004-11-20,"16.5","2.7","6.6","9.1"
"8999",15,21,11,2004,2004-11-21,"0.5","8.1","10.7","12"
"9000",15,22,11,2004,2004-11-22,"0.2","9.3","10.6","11.9"
"9001",15,23,11,2004,2004-11-23,"0.3","7.4","10.2","11.8"
"9002",15,24,11,2004,2004-11-24,"2.6","9.8","10.9","11.5"
"9003",15,25,11,2004,2004-11-25,"6.9","10.7","11.4","12"
"9004",15,26,11,2004,2004-11-26,"1.2","3","9","11.5"
"9005",15,27,11,2004,2004-11-27,"2.3","3.1","7.6","10.4"
"9006",15,28,11,2004,2004-11-28,"0.1","4.1","5.4","7.4"
"9007",15,29,11,2004,2004-11-29,"0","3.3","5.3","9.4"
"9008",15,30,11,2004,2004-11-30,"0.6","4.8","8.2","11"
"9009",15,1,12,2004,2004-12-01,"0.6","5","6.5","7.4"
"9010",15,2,12,2004,2004-12-02,"0","0.7","4.6","7.6"
"9011",15,3,12,2004,2004-12-03,"0","2.7","7.1","9.7"
"9012",15,4,12,2004,2004-12-04,"0.3","4.8","8.6","10.4"
"9013",15,5,12,2004,2004-12-05,"0","8","9.9","11.3"
"9014",15,6,12,2004,2004-12-06,"0.2","8.1","10.2","11.3"
"9015",15,7,12,2004,2004-12-07,"0","7.5","8.6","10"
"9016",15,8,12,2004,2004-12-08,"0","8.2","9.5","11.9"
"9017",15,9,12,2004,2004-12-09,"0","8.8","9.7","10.7"
"9018",15,10,12,2004,2004-12-10,"6.4","9.2","10.2","11.2"
"9019",15,11,12,2004,2004-12-11,"2.4","9.6","10.6","11.2"
"9020",15,12,12,2004,2004-12-12,"0","7","8.1","9.9"
"9021",15,13,12,2004,2004-12-13,"0","7.7","8.7","10.2"
"9022",15,14,12,2004,2004-12-14,"2.7","10.1","10.6","11.2"
"9023",15,15,12,2004,2004-12-15,"2.3","3.7","8.7","11.4"
"9024",15,16,12,2004,2004-12-16,"3","6.5","8.2","9.7"
"9025",15,17,12,2004,2004-12-17,"13.3","3","6.2","8"
"9026",15,18,12,2004,2004-12-18,"13.5","3","5.5","6.8"
"9027",15,19,12,2004,2004-12-19,"2.7","-0.1","4.4","6.8"
"9028",15,20,12,2004,2004-12-20,"0.2","2","5.2","8.1"
"9029",15,21,12,2004,2004-12-21,"0","3.5","6","8.2"
"9030",15,22,12,2004,2004-12-22,"0.1","7.1","10.6","12.6"
"9031",15,23,12,2004,2004-12-23,"0","8.4","11.2","12.7"
"9032",15,24,12,2004,2004-12-24,"0","1.6","6.1","9.4"
"9033",15,25,12,2004,2004-12-25,"0","0.5","1.6","2.8"
"9034",15,26,12,2004,2004-12-26,"1.6","1.5","3.5","6.4"
"9035",15,27,12,2004,2004-12-27,"7.6","1.5","6.8","10.2"
"9036",15,28,12,2004,2004-12-28,"0","0.3","3.9","7"
"9037",15,29,12,2004,2004-12-29,"0.2","4.1","8.2","11.5"
"9038",15,30,12,2004,2004-12-30,"1.6","9.1","10.4","11.7"
"9039",15,31,12,2004,2004-12-31,"0.3","6.7","8.8","10.8"
"9040",15,1,1,2005,2005-01-01,"1.1","2.7","7.7","11.3"
"9041",15,2,1,2005,2005-01-02,"0.1","2.4","4.8","8"
"9042",15,3,1,2005,2005-01-03,"0","5.6","8.4","10.4"
"9043",15,4,1,2005,2005-01-04,"0.7","3.8","7.7","10.3"
"9044",15,5,1,2005,2005-01-05,"5.6","3.1","7.3","10"
"9045",15,6,1,2005,2005-01-06,"0.2","3.1","8.7","11.3"
"9046",15,7,1,2005,2005-01-07,"18.4","10.2","10.8","11.4"
"9047",15,8,1,2005,2005-01-08,"4","2","6.6","11"
"9048",15,9,1,2005,2005-01-09,"6.5","7.8","10","11.8"
"9049",15,10,1,2005,2005-01-10,"0.2","7.9","9.7","11.6"
"9050",15,11,1,2005,2005-01-11,"1.9","4.2","8.9","11.6"
"9051",15,12,1,2005,2005-01-12,"0.5","2.4","5.1","7.9"
"9052",15,13,1,2005,2005-01-13,"0.3","1.6","5.7","9.7"
"9053",15,14,1,2005,2005-01-14,"7.3","8.2","9.5","10.8"
"9054",15,15,1,2005,2005-01-15,"3.1","9","10.4","11.1"
"9055",15,16,1,2005,2005-01-16,"4.2","8","9.3","10"
"9056",15,17,1,2005,2005-01-17,"1.3","0.5","7.3","9.9"
"9057",15,18,1,2005,2005-01-18,"2.6","-0.1","3.2","6.7"
"9058",15,19,1,2005,2005-01-19,"1.7","5.1","9.1","12.6"
"9059",15,20,1,2005,2005-01-20,"1","8.7","11.4","12.6"
"9060",15,21,1,2005,2005-01-21,"10.8","4.4","6.6","8.7"
"9061",15,22,1,2005,2005-01-22,"12.8","4.6","6","8.5"
"9062",15,23,1,2005,2005-01-23,"0","1.9","4","5.9"
"9063",15,24,1,2005,2005-01-24,"0","2","3.3","5.7"
"9064",15,25,1,2005,2005-01-25,"0","3.2","5.3","7.7"
"9065",15,26,1,2005,2005-01-26,"0","4.8","6.8","8.8"
"9066",15,27,1,2005,2005-01-27,"0","5.2","6.1","7.2"
"9067",15,28,1,2005,2005-01-28,"0","4.6","6.7","8.7"
"9068",15,29,1,2005,2005-01-29,"0","4.4","7","8.7"
"9069",15,30,1,2005,2005-01-30,"0","2.2","6","8.7"
"9070",15,31,1,2005,2005-01-31,"0","3.4","8.1","10.8"
"9071",15,1,2,2005,2005-02-01,"0","1.5","7.3","9.6"
"9072",15,2,2,2005,2005-02-02,"0","3.2","6.3","9.4"
"9073",15,3,2,2005,2005-02-03,"0","5.6","7.6","10"
"9074",15,4,2,2005,2005-02-04,"5.6","5.6","7.4","9.5"
"9075",15,5,2,2005,2005-02-05,"2.4","1.8","4.3","6.8"
"9076",15,6,2,2005,2005-02-06,"0.1","1.6","3.5","7.5"
"9077",15,7,2,2005,2005-02-07,"0.6","1.5","5.5","9"
"9078",15,8,2,2005,2005-02-08,"1","5.3","7.6","10.4"
"9079",15,9,2,2005,2005-02-09,"0","7.2","8.8","9.8"
"9080",15,10,2,2005,2005-02-10,"5.5","6.4","8.1","9.7"
"9081",15,11,2,2005,2005-02-11,"1.3","6.2","8.6","11.6"
"9082",15,12,2,2005,2005-02-12,"1.7","5.2","9.1","11.9"
"9083",15,13,2,2005,2005-02-13,"0.3","3.7","5.5","7"
"9084",15,14,2,2005,2005-02-14,"0","2.6","5.5","9.2"
"9085",15,15,2,2005,2005-02-15,"0","2.1","4.3","7.3"
"9086",15,16,2,2005,2005-02-16,"0","-0.5","4.5","7.9"
"9087",15,17,2,2005,2005-02-17,"0","6","7.5","9.4"
"9088",15,18,2,2005,2005-02-18,"0.2","5.2","7.3","11"
"9089",15,19,2,2005,2005-02-19,"0","3.9","6","7.4"
"9090",15,20,2,2005,2005-02-20,"0","1.2","3.2","5.6"
"9091",15,21,2,2005,2005-02-21,"4.1","0.4","1.9","4.2"
"9092",15,22,2,2005,2005-02-22,"0.5","0.8","3.7","6.3"
"9093",15,23,2,2005,2005-02-23,"7.2","-0.4","1.2","4.1"
"9094",15,24,2,2005,2005-02-24,"5.4","0.9","2.3","3.7"
"9095",15,25,2,2005,2005-02-25,"0.9","2.7","4.1","6.1"
"9096",15,26,2,2005,2005-02-26,"2.4","3.4","5.3","7"
"9097",15,27,2,2005,2005-02-27,"0.7","0.2","3.9","6.8"
"9098",15,28,2,2005,2005-02-28,"0","-1.4","2.8","6"
"9099",15,1,3,2005,2005-03-01,"0.1","1","4","7.5"
"9100",15,2,3,2005,2005-03-02,"2.1","0.6","2.9","6.3"
"9101",15,3,3,2005,2005-03-03,"0","-0.6","2.6","6.8"
"9102",15,4,3,2005,2005-03-04,"0","2.9","6.7","10.6"
"9103",15,5,3,2005,2005-03-05,"0.4","1.9","5.2","8.9"
"9104",15,6,3,2005,2005-03-06,"0","0.3","3.8","6.4"
"9105",15,7,3,2005,2005-03-07,"0","2.4","5.6","9.4"
"9106",15,8,3,2005,2005-03-08,"0","3.9","6","7.4"
"9107",15,9,3,2005,2005-03-09,"0","4","5.7","7.3"
"9108",15,10,3,2005,2005-03-10,"0","4.7","7.6","11.4"
"9109",15,11,3,2005,2005-03-11,"0.2","3.8","7.1","10.3"
"9110",15,12,3,2005,2005-03-12,"0","2.3","5.2","8.2"
"9111",15,13,3,2005,2005-03-13,"0","0.2","3.5","6.9"
"9112",15,14,3,2005,2005-03-14,"4.8","3.5","6.8","9.3"
"9113",15,15,3,2005,2005-03-15,"0.1","8.6","9.6","10.6"
"9114",15,16,3,2005,2005-03-16,"1.1","9.8","10.4","12.7"
"9115",15,17,3,2005,2005-03-17,"0","9.4","10.2","12.2"
"9116",15,18,3,2005,2005-03-18,"0.7","7.4","9.2","11.2"
"9117",15,19,3,2005,2005-03-19,"0.3","6.6","8.1","11"
"9118",15,20,3,2005,2005-03-20,"0.9","7.6","10.1","13.1"
"9119",15,21,3,2005,2005-03-21,"38","9","9.6","10.8"
"9120",15,22,3,2005,2005-03-22,"0.8","9.3","10.4","11.9"
"9121",15,23,3,2005,2005-03-23,"6.1","9.3","10.2","12.1"
"9122",15,24,3,2005,2005-03-24,"0","9.3","10.3","12.3"
"9123",15,25,3,2005,2005-03-25,"0","7","9.7","11.8"
"9124",15,26,3,2005,2005-03-26,"0.3","7.2","9","11.7"
"9125",15,27,3,2005,2005-03-27,"0","6.4","8.1","10.1"
"9126",15,28,3,2005,2005-03-28,"0.7","6.3","7.9","9.6"
"9127",15,29,3,2005,2005-03-29,"2","6.7","9","11.9"
"9128",15,30,3,2005,2005-03-30,"1.2","4.2","7.9","10.7"
"9129",15,31,3,2005,2005-03-31,"2.4","4","8","11"
"9130",15,1,4,2005,2005-04-01,"2.7","8","9.7","12.2"
"9131",15,2,4,2005,2005-04-02,"0","6.1","9.5","13.1"
"9132",15,3,4,2005,2005-04-03,"0","5.4","8.9","13.2"
"9133",15,4,4,2005,2005-04-04,"0","4.2","7.3","11.6"
"9134",15,5,4,2005,2005-04-05,"3.8","5.1","8.2","11"
"9135",15,6,4,2005,2005-04-06,"15.3","2.5","7.8","11.4"
"9136",15,7,4,2005,2005-04-07,"0.8","2.9","6.4","9.6"
"9137",15,8,4,2005,2005-04-08,"0","1.6","4.1","7.7"
"9138",15,9,4,2005,2005-04-09,"0.2","1.6","6","10.8"
"9139",15,10,4,2005,2005-04-10,"0","5.6","9.8","14.3"
"9140",15,11,4,2005,2005-04-11,"0","6.6","9.8","13.2"
"9141",15,12,4,2005,2005-04-12,"3","5.8","9.9","13.6"
"9142",15,13,4,2005,2005-04-13,"3.7","3.8","6.8","10.8"
"9143",15,14,4,2005,2005-04-14,"6","2.6","5.7","9.1"
"9144",15,15,4,2005,2005-04-15,"3.1","5","7","11"
"9145",15,16,4,2005,2005-04-16,"0","2.2","5.6","8.7"
